# Analysis title: MHCI_chipseq_diff_peaks_top1k analysis from Cistrome-GO
# Mode: Solo mode
# Specie: hg38
# Peak bed file name: MHCI_chipseq_diff_peaks_top1k.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Symbol	Coordinate	PeakNumber	adjRPscore	RPscore	Rank_by_RPscore
OR5V1	chr6_GL000256v2_alt:664680-665728	0	0.0	0.0	235
MIR422A	chr15:63870929-63871019	0	0.0	0.0	235
SPERT	chr13:45702303-45714559	0	0.0	0.0	235
GNRH2	chr20:3043621-3045745	0	0.0	0.0	235
MIR5689HG	chr6:10434328-10456779	0	0.0	0.0	235
GNRH1	chr8:25419257-25425040	0	0.0	0.0	235
A1BG-AS1	chr19:58351969-58355183	0	0.0	-0.0	1261
MIR671	chr7:151238420-151238538	0	0.0	-0.0	1148
MIR670	chr11:43559655-43559753	0	0.0	0.0	235
MIR675	chr11:1996758-1996831	0	0.0	0.0	235
MIR676	chrX:70022856-70022923	0	0.0	0.0	235
LOC403312	chr11:125495213-125499526	0	0.0	0.0	235
LINC00368	chr13:111095837-111105890	0	0.0	0.0	235
LOC100506321	chr14:65089917-65094311	0	0.0	0.0	235
LINC00364	chr13:67372386-67379994	0	0.0	0.0	235
LINC00365	chr13:30103177-30108875	0	0.0	0.0	235
LINC00366	chr13:38567723-38579516	0	0.0	0.0	235
LINC00367	chr13:20938563-20949428	0	0.0	0.0	235
LINC00363	chr13:93045340-93057926	0	0.0	0.0	235
LOC101927159	chr20:42685482-42688562	0	0.0	0.0	235
WNT8B	chr10:100463054-100483642	0	0.0	0.0	235
LOC101927151	chr19:27793430-27806780	0	0.0	0.0	235
LOC101927157	chr4:47914226-47990737	0	0.0	-0.296	3149
SLC16A5	chr17:75087726-75106160	0	0.0	0.0	235
GCSHP3	chr2:206115572-206116572	0	0.0	0.0	235
GDE1	chr16:19501692-19522145	0	0.0	0.0	235
NPIPA8	chr16:16376046-16393972	0	0.0	0.0	235
UBA6-AS1	chr4:67701277-67722504	0	0.0	0.0	235
NPIPA5	chr16:15363623-15378294	0	0.0	0.0	235
MINCR	chr8:143280154-143281700	0	0.0	-0.001	1539
NPIPA7	chr16:18317918-18332662	0	0.0	0.0	235
NPIPA1	chr16:14937442-14952060	0	0.0	0.0	235
NPIPA2	chr16:14711688-14726328	0	0.0	0.0	235
NPIPA3	chr16_KI270853v1_alt:1021559-1036245	0	0.0	0.0	235
HIPK3	chr11:33257321-33357022	0	0.0	0.0	235
HIPK2	chr7:139561569-139777894	0	0.0	0.0	235
HIPK1	chr1:113951144-113977869	0	0.0	-0.001	1805
RARB-AS1	chr3:25383105-25384927	0	0.0	0.0	235
HIPK4	chr19:40379270-40390221	0	0.0	0.0	235
LEMD3	chr12:65169570-65248361	0	0.0	-0.334	3645
LEMD2	chr6:33771212-33789129	0	0.0	0.0	235
LEMD1	chr1:205381378-205422086	0	0.0	0.0	235
ARMH3	chr10:101845598-102056175	0	0.0	-0.316	3378
ARMH2	chr6:24797320-24798896	0	0.0	0.0	235
ARMH1	chr1:44674721-44725591	0	0.0	0.0	235
ARMH4	chr14:58116145-58152239	0	0.0	0.0	235
NAPG	chr18:10525875-10552769	0	0.0	0.0	235
NAPB	chr20:23374518-23421519	0	0.0	0.0	235
NAPA	chr19:47487633-47515258	0	0.0	0.0	235
C3orf14	chr3:62318972-62336213	0	0.0	0.0	235
LARP1	chr5:154712901-154817607	0	0.0	0.0	235
LARP4	chr12:50400808-50480005	0	0.0	-0.337	3687
LARP6	chr15:70831523-70854265	0	0.0	0.0	235
LARP7	chr4:112636963-112657592	0	0.0	0.0	235
COL15A1	chr9:98943712-99070792	0	0.0	0.0	235
LMLN	chr3:197960199-198043720	0	0.0	-0.0	1399
ATMIN	chr16:81037181-81047346	0	0.0	0.0	235
LOC105369423	chr11:87718353-87719411	0	0.0	0.0	235
LGR5	chr12:71439769-71586308	0	0.0	0.0	235
LGR4	chr11:27365960-27472775	0	0.0	0.0	235
LGR6	chr1:202193989-202319761	0	0.0	0.0	235
CDKN1C	chr11:2883217-2885765	0	0.0	0.0	235
CDKN1B	chr12:12717269-12722382	0	0.0	0.0	235
CDKN1A	chr6:36676536-36687339	0	0.0	0.0	235
FERD3L	chr7:19144781-19145421	0	0.0	0.0	235
LOC101928279	chr4:4761759-4787374	0	0.0	0.0	235
LOC101928272	chr10:9197365-9295593	0	0.0	0.0	235
LOC101928273	chr2:137878753-137927932	0	0.0	0.0	235
TMEM125	chr1:43269993-43274002	0	0.0	0.0	235
FOXJ1	chr17:76136333-76141299	0	0.0	0.0	235
TMEM127	chr2:96250207-96266013	0	0.0	-0.009	2282
FOXJ3	chr1:42176538-42335232	0	0.0	-0.355	4032
TMEM121	chr14:105526602-105530202	0	0.0	0.0	235
TMEM123	chr11:102396324-102453044	0	0.0	0.0	235
USP27X-AS1	chrX:49876723-49879356	0	0.0	0.0	235
TMEM129	chr4:1715951-1721357	0	0.0	0.0	235
TMEM128	chr4:4235541-4248242	0	0.0	-0.375	4509
LOC105371849	chr17:60079308-60088692	0	0.0	0.0	235
SNORD3P3	chr14:85271931-85272061	0	0.0	0.0	235
SLC35B1	chr17:49700933-49707951	0	0.0	-0.307	3251
SLC35B3	chr6:8413066-8435567	0	0.0	0.0	235
SLC35B2	chr6:44254100-44257571	0	0.0	-0.0	1416
SLC35B4	chr7:134289337-134317075	0	0.0	-0.0	1432
HBE1	chr11:5268349-5270143	0	0.0	0.0	235
IGFBP7	chr4:57032237-57110385	0	0.0	0.0	235
PELP1	chr17:4671383-4704337	0	0.0	-0.302	3198
SH3BP5-AS1	chr3:15254183-15264498	0	0.0	0.0	235
LOC101928894	chr11:46171954-46177105	0	0.0	0.0	235
LOC101928896	chr11:78533175-78558565	0	0.0	0.0	235
ANXA2P3	chr10:64825527-64826877	0	0.0	0.0	235
ANXA2P2	chr9:33624224-33625534	0	0.0	0.0	235
S100A9	chr1:153357853-153361027	0	0.0	0.0	235
S100A8	chr1:153390031-153390976	0	0.0	0.0	235
BIRC6	chr2:32357027-32618898	0	0.0	-0.314	3347
S100A5	chr1:153537146-153541765	0	0.0	0.0	235
BRWD3	chrX:80669487-80809734	0	0.0	0.0	235
S100A7	chr1:153457743-153460661	0	0.0	0.0	235
S100A6	chr1:153534599-153536241	0	0.0	0.0	235
S100A1	chr1:153628396-153632037	4	2.279	0.32	42
S100A3	chr1:153547332-153549258	0	0.0	0.0	235
S100A2	chr1:153561108-153565844	0	0.0	0.0	235
LONRF3	chrX:118976331-119018355	0	0.0	0.0	235
LONRF2	chr2:100273290-100322733	0	0.0	0.0	235
LONRF1	chr8:12721894-12755442	0	0.0	0.0	235
TCFL5	chr20:62841013-62861763	0	0.0	0.0	235
AIP	chr11:67483515-67491108	0	0.0	-0.0	563
CYP8B1	chr3:42872191-42876141	0	0.0	0.0	235
OR7D4	chr19:9213849-9214871	0	0.0	0.0	235
SCAF1	chr19:49642124-49658649	0	0.0	0.0	235
PMS2P5	chr7:74890767-74921138	0	0.0	0.0	235
RNF5P1	chr8:38600174-38601257	0	0.0	0.0	235
EVPLL	chr17:18377764-18389646	0	0.0	0.0	235
LRRIQ1	chr12:85036320-85245105	0	0.0	0.0	235
PRKRA	chr2:178431413-178451240	0	0.0	0.0	235
LRRIQ4	chr3:169821890-169837772	0	0.0	0.0	235
ADAT1	chr16:75596878-75623323	0	0.0	0.0	235
ADAT3	chr19:1905213-1913447	0	0.0	-0.003	2002
ADAT2	chr6:143422831-143450704	0	0.0	-0.413	4937
LOC100134317	chr19:36311342-36312668	0	0.0	0.0	235
RBAKDN	chr7:5072059-5073223	0	0.0	0.0	235
NECTIN3-AS1	chr3:111045315-111069959	0	0.0	0.0	235
CLTRN	chrX:15627315-15665031	0	0.0	0.0	235
TUSC7	chr3:116709787-116717040	0	0.0	0.0	235
BRI3BP	chr12:124993647-125025803	0	0.0	0.0	235
TUSC1	chr9:25676388-25678858	0	0.0	0.0	235
TUSC2	chr3:50324908-50328238	0	0.0	-0.001	1627
TUSC3	chr8:15540086-15766649	0	0.0	0.0	235
RPGR	chrX:38269162-38327509	0	0.0	0.0	235
TUSC8	chr13:44400249-44405984	0	0.0	0.0	235
GNG14	chr19:12687997-12688420	0	0.0	-0.005	2108
GNG10	chr9:111661570-111670246	0	0.0	0.0	235
GNG11	chr7:93921703-93926514	0	0.0	0.0	235
GNG12	chr1:67701465-67833472	0	0.0	0.0	235
GNG13	chr16:798040-800733	0	0.0	0.0	235
URB2	chr1:229626215-229660200	0	0.0	0.0	235
URB1	chr21:32311018-32393003	0	0.0	0.0	235
NT5C1B	chr2:18562870-18589580	0	0.0	0.0	235
RIMBP3B	chr22:21383750-21389166	0	0.0	0.0	235
RIMBP3C	chr22:21545668-21551461	0	0.0	0.0	235
SEC24D	chr4:118722822-118836196	0	0.0	0.0	235
SEC24A	chr5:134648784-134727911	0	0.0	-0.302	3202
SEC24C	chr10:73744372-73772175	0	0.0	-0.087	2598
SEC24B	chr4:109433714-109540459	0	0.0	0.0	235
C16orf96	chr16:4556489-4600317	0	0.0	0.0	235
C16orf97	chr16:52026351-52073935	0	0.0	0.0	235
C16orf95	chr16:87302797-87317420	0	0.0	0.0	235
C16orf92	chr16:30023333-30024702	0	0.0	0.0	235
C16orf90	chr16:3493483-3495421	0	0.0	-0.018	2419
C16orf91	chr16:1419743-1420800	0	0.0	-0.368	4328
PMEL	chr12:55954104-55966062	0	0.0	-0.002	1928
ZNF699	chr19:9291139-9309714	0	0.0	0.0	235
ZNF691	chr1:42846572-42852475	0	0.0	0.0	235
ZNF692	chr1:248850003-248859116	0	0.0	-0.0	292
ZNF695	chr1:246985322-247008093	0	0.0	0.0	235
ITGB2-AS1	chr21:44921034-44929680	0	0.0	0.0	235
ZNF697	chr1:119619376-119647767	0	0.0	0.0	235
ZNF696	chr8:143291388-143299950	0	0.0	-0.001	1541
TRIM39-RPP21	chr6_GL000253v2_alt:1639536-1657092	0	0.0	0.0	235
COPZ1	chr12:54325089-54351851	0	0.0	-0.0	1172
COPZ2	chr17:48026166-48037806	0	0.0	-0.0	718
RUVBL1	chr3:128080826-128123887	0	0.0	-0.393	4835
RUVBL2	chr19:48993447-49015995	0	0.0	-0.0	425
SNORD58A	chr18:49491282-49491347	0	0.0	-0.036	2500
SNORD58C	chr18:49489234-49489324	0	0.0	-0.064	2563
SNORD58B	chr18:49491663-49491729	0	0.0	-0.027	2479
MIR6875	chr7:100868035-100868107	0	0.0	-0.004	2037
SHB	chr9:37915897-38069213	0	0.0	0.0	235
SHD	chr19:4278600-4290723	0	0.0	0.0	235
SHE	chr1:154479482-154502050	0	0.0	0.0	235
SHF	chr15:45167213-45187967	0	0.0	-0.0	311
SHH	chr7:155799983-155809072	0	0.0	0.0	235
TMEM14C	chr6:10722914-10731129	0	0.0	0.0	235
PHEX	chrX:22032443-22251310	0	0.0	0.0	235
DYNC2H1	chr11:103109430-103479863	0	0.0	0.0	235
FAM157A	chr3:198153205-198222513	0	0.0	0.0	235
FAM157B	chr9:138216855-138272073	0	0.0	0.0	235
FAM157C	chr16:90102263-90177606	0	0.0	0.0	235
MIR8069-1	chr21:13724188-13724274	0	0.0	0.0	235
MIR8069-2	chr21:13724188-13724274	0	0.0	0.0	235
NUDCD2	chr5:163446527-163460154	0	0.0	0.0	235
NUDCD3	chr7:44382365-44490786	0	0.0	-0.373	4461
NUDCD1	chr8:109240918-109329933	0	0.0	-0.343	3813
OR1D5	chr17:3062668-3063607	0	0.0	0.0	235
OR1D4	chr17:3240675-3241614	0	0.0	0.0	235
GMNC	chr3:190852736-190862676	0	0.0	0.0	235
OR1D2	chr17:3092057-3092996	0	0.0	0.0	235
GMNN	chr6:24774930-24786097	0	0.0	-0.0	1424
LUM	chr12:91103454-91111765	0	0.0	0.0	235
TIMMDC1	chr3:119498520-119524278	0	0.0	-0.364	4227
ZNF343	chr20:2481820-2509132	0	0.0	-0.357	4093
LOC100287015	chr8:6403555-6406548	0	0.0	0.0	235
ZNF347	chr19:53138703-53159060	0	0.0	0.0	235
ZNF346	chr5:177022679-177067982	0	0.0	0.0	235
ZNF345	chr19:36850875-36879575	0	0.0	0.0	235
LOC100287010	chr2:104378849-104408332	0	0.0	0.0	235
SERPINA13P	chr14:94640724-94646994	0	0.0	0.0	235
RBM5-AS1	chr3:50099602-50100988	0	0.0	0.0	235
NUDT12	chr5:103548854-103562801	0	0.0	0.0	235
DLL1	chr6:170282205-170290609	0	0.0	0.0	235
NUDT10	chrX:51332230-51337525	0	0.0	0.0	235
NUDT11	chrX:51490010-51496607	0	0.0	0.0	235
NUDT16	chr3:131381780-131388830	0	0.0	0.0	235
NUDT17	chr1:145845632-145848575	0	0.0	0.0	235
NUTM1	chr15:34343314-34357737	0	0.0	-0.34	3752
NUDT15	chr13:48037566-48052742	0	0.0	-0.351	3953
FRMD6-AS1	chr14:51649515-51651744	0	0.0	0.0	235
NUDT18	chr8:22106871-22109419	0	0.0	0.0	235
NUDT19	chr19:32691960-32713796	0	0.0	0.0	235
LOC100129603	chr7:3140930-3158573	0	0.0	0.0	235
STX8	chr17:9250470-9575958	0	0.0	0.0	235
IFI6	chr1:27666060-27672213	0	0.0	0.0	235
STX3	chr11:59755058-59805882	0	0.0	0.0	235
STX2	chr12:130789600-130839274	0	0.0	0.0	235
STX5	chr11:62806859-62832091	0	0.0	-0.001	1608
STX4	chr16:31033094-31040167	2	0.002	0.0	185
STX7	chr6:132457523-132513198	0	0.0	0.0	235
STX6	chr1:180972712-181023121	0	0.0	-0.0	1304
LOC285626	chr5:159331517-159362834	0	0.0	0.0	235
RPS3A	chr4:151099572-151104205	0	0.0	-0.388	4760
LGI4	chr19:35124512-35135274	0	0.0	0.0	235
LGI1	chr10:93757808-93798174	0	0.0	0.0	235
LGI2	chr4:24998848-25030792	0	0.0	0.0	235
LGI3	chr8:22146829-22156831	0	0.0	0.0	235
DRG2	chr17:18087866-18107985	0	0.0	-0.41	4932
DRG1	chr22:31399552-31434186	0	0.0	-0.372	4427
CFHR4	chr1:196888013-196918713	0	0.0	0.0	235
LMO7DN	chr13:75871037-75883812	0	0.0	0.0	235
OC90	chr8:132024219-132059380	0	0.0	0.0	235
PHYKPL	chr5:178208473-178232822	0	0.0	0.0	235
GNPTG	chr16:1351898-1363351	0	0.0	0.0	235
DRGX	chr10:49366115-49396016	0	0.0	0.0	235
TCP11	chr6:35118063-35141339	0	0.0	0.0	235
TCP10	chr6:167373095-167384510	0	0.0	0.0	235
LOC102724301	chr11:119729582-119739623	0	0.0	0.0	235
TBC1D22B	chr6:37257703-37332970	0	0.0	0.0	235
LINC00167	chr11:130002623-130005486	0	0.0	0.0	235
TBC1D22A	chr22:46773926-47175699	0	0.0	-0.376	4516
LINC00163	chr21:44989863-44994086	0	0.0	0.0	235
LINC00160	chr21:34723806-34737182	0	0.0	0.0	235
LINC00161	chr21:28539317-28540355	0	0.0	0.0	235
NKTR	chr3:42600654-42648741	0	0.0	-0.001	1554
LOC150935	chr2:239762859-239800662	0	0.0	0.0	235
FOXL2	chr3:138944223-138947137	0	0.0	0.0	235
LOC284577	chr1:205456057-205469024	0	0.0	0.0	235
KCNIP2-AS1	chr10:101819067-101828889	0	0.0	-0.009	2293
HOXD-AS2	chr2:176134840-176137098	0	0.0	0.0	235
TMEM140	chr7:135148013-135166215	0	0.0	0.0	235
KIF2A	chr5:62306161-62387184	0	0.0	0.0	235
KIF2C	chr1:44739817-44767766	0	0.0	-0.338	3714
KIF2B	chr17:53822877-53825212	0	0.0	0.0	235
PRKRA-AS1	chr2:178413658-178434091	0	0.0	0.0	235
ENSA	chr1:150622122-150629622	0	0.0	0.0	235
BRCA1	chr17:43044294-43125451	0	0.0	0.0	235
LY6G6F-LY6G6D	chr6_GL000256v2_alt:3006160-3017133	0	0.0	0.0	235
BRCA2	chr13:32315479-32399672	0	0.0	0.0	235
ZBED3-AS1	chr5:77086797-77148351	0	0.0	0.0	235
KIF25	chr6:168017872-168045089	0	0.0	0.0	235
KIF24	chr9:34252379-34329249	0	0.0	0.0	235
KIF27	chr9:83834101-83921544	0	0.0	0.0	235
MAATS1	chr3:119703021-119767102	0	0.0	0.0	235
KIF23	chr15:69414348-69448427	0	0.0	0.0	235
KIF22	chr16:29790712-29805385	0	0.0	-0.341	3778
JKAMP	chr14:59484442-59505406	0	0.0	0.0	235
MIR3155B	chr10:6152206-6152262	0	0.0	-0.0	967
MIR3155A	chr10:6152195-6152277	0	0.0	-0.0	953
IL21R-AS1	chr16:27447669-27453393	0	0.0	0.0	235
FAM208A	chr3:56620131-56683237	0	0.0	0.0	235
FAM208B	chr10:5684837-5687415	0	0.0	-0.002	1859
LINC00888	chr3:183447607-183456012	0	0.0	0.0	235
LINC00836	chr10:25651711-25683385	0	0.0	0.0	235
LINC00837	chr10:28789310-28796050	0	0.0	0.0	235
LINC00838	chr10:33759712-33772680	0	0.0	0.0	235
LINC00839	chr10:42475490-42495337	0	0.0	0.0	235
SMURF1	chr7:99027434-99144120	0	0.0	0.0	235
MIR6788	chr18:10759583-10759649	0	0.0	0.0	235
MIR6789	chr19:2235828-2235926	0	0.0	0.0	235
MIR6782	chr17:44207770-44207839	0	0.0	0.0	235
MIR6783	chr17:44934617-44934681	0	0.0	-0.0	550
MIR6781	chr17:42823879-42823943	0	0.0	-0.001	1762
MIR6786	chr17:81693756-81693869	0	0.0	-0.0	1409
MIR6787	chr17:82236667-82236728	0	0.0	0.0	235
MIR6784	chr17:45114366-45114433	0	0.0	0.0	235
MIR6785	chr17:75498547-75498628	0	0.0	0.0	235
TFRC	chr3:196049283-196082090	0	0.0	-0.372	4435
AKT1S1	chr19:49869032-49877387	0	0.0	-0.0	870
TFR2	chr7:100620415-100633650	0	0.0	0.0	235
DNAJC25-GNG10	chr9:111631351-111670246	0	0.0	-0.389	4781
LINC02482	chr4:6670727-6673881	0	0.0	0.0	235
CXorf58	chrX:23908005-23939507	0	0.0	0.0	235
YTHDF3-AS1	chr8:63167724-63168442	0	0.0	-0.327	3536
CAAP1	chr9:26840684-26892828	0	0.0	-0.372	4424
YY1	chr14:100238764-100279034	0	0.0	0.0	235
YY2	chrX:21855986-21858727	0	0.0	0.0	235
AQP4-AS1	chr18:26865307-26935946	0	0.0	0.0	235
SNORD89	chr2:101272935-101273049	0	0.0	0.0	235
SNORD87	chr8:66922473-66922549	0	0.0	0.0	235
SNORD86	chr20:2656096-2656182	0	0.0	-0.002	1873
NPHP3-AS1	chr3:132721749-132874211	0	0.0	0.0	235
SNORD84	chr6_GL000256v2_alt:2840384-2840462	0	0.0	0.0	235
SNORD82	chr2:231460367-231460442	0	0.0	-0.003	1981
NOL4L	chr20:32443058-32585073	0	0.0	0.0	235
LOC643542	chr18:67516545-67899619	0	0.0	0.0	235
ADGB	chr6:146598999-146815461	0	0.0	0.0	235
SYCE3	chr22:50551111-50562952	0	0.0	0.0	235
SUSD5	chr3:33150044-33219215	0	0.0	0.0	235
FAM106B	chr17:20417019-20418518	0	0.0	0.0	235
FAM106A	chr17:18524565-18526846	0	0.0	0.0	235
CCDC38	chr12:95867047-95942650	0	0.0	0.0	235
CCDC39	chr3:180614007-180679489	0	0.0	0.0	235
CCDC32	chr15:40531340-40565057	0	0.0	0.0	235
CCDC33	chr15:74318540-74336141	0	0.0	0.0	235
CCDC30	chr1:42463353-42654190	0	0.0	-0.28	3012
CCDC36	chr3:49198427-49258104	0	0.0	0.0	235
CCDC34	chr11:27348871-27363248	0	0.0	0.0	235
LOC100506544	chr22:41209121-41217627	0	0.0	-0.0	767
LOC100506548	chr5:40825262-40829142	0	0.0	-0.006	2163
LINC02150	chr5:16373360-16441102	0	0.0	0.0	235
LINC02153	chr8:20973985-20995119	0	0.0	0.0	235
LINC02155	chr8:61889838-61894206	0	0.0	0.0	235
LINC02154	chrX:13266047-13303452	0	0.0	0.0	235
LINC02156	chr12:47415007-47420179	0	0.0	0.0	235
LINC02159	chr5:160931778-160938626	0	0.0	0.0	235
LINC02158	chr3:42770611-42773634	0	0.0	0.0	235
SLC7A14-AS1	chr3:170467284-170662123	0	0.0	0.0	235
MLNR	chr13:49220337-49222377	0	0.0	0.0	235
SARS2	chr19:38915263-38930896	0	0.0	0.0	235
NECAP1	chr12:8082210-8097777	0	0.0	-0.298	3171
NECAP2	chr1:16440671-16460089	0	0.0	-0.371	4409
PRAMENP	chr22:21991098-22043934	0	0.0	0.0	235
KYNU	chr2:142877625-143042316	0	0.0	0.0	235
UVRAG	chr11:75815166-76144238	0	0.0	0.0	235
COPG2	chr7:130506238-130668758	0	0.0	0.0	235
COPG1	chr3:129249609-129277773	0	0.0	0.0	235
PDZK1	chr1:145670852-145707400	0	0.0	0.0	235
GTPBP4	chr10:988408-1017768	0	0.0	0.0	235
GTPBP6	chrY:304749-318819	0	0.0	0.0	235
GTPBP1	chr22:38705801-38733587	0	0.0	0.0	235
GTPBP3	chr19:17337516-17342731	0	0.0	0.0	235
GTPBP2	chr6:43620480-43629246	0	0.0	-0.005	2139
SPART-AS1	chr13:36346430-36369735	0	0.0	0.0	235
GTPBP8	chr3:112990952-113001374	0	0.0	-0.357	4091
TIPIN	chr15:66336669-66356716	0	0.0	-0.345	3844
TMEM92-AS1	chr17:50281580-50287855	0	0.0	0.0	235
KLHL25	chr15:85759325-85794958	0	0.0	0.0	235
KLHL24	chr3:183635622-183684516	0	0.0	0.0	235
PLK1	chr16:23678771-23690367	0	0.0	0.0	235
PLK3	chr1:44800224-44805995	0	0.0	-0.327	3538
PLK2	chr5:58453982-58460139	0	0.0	0.0	235
PLK5	chr19:1524073-1535456	0	0.0	0.0	235
PLK4	chr4:127880860-127899222	0	0.0	-0.316	3367
MIR378D2	chr8:93916021-93916119	0	0.0	0.0	235
STX16-NPEPL1	chr20:58651252-58715844	0	0.0	-0.382	4658
AADACP1	chr3:151770455-151784894	0	0.0	0.0	235
GPR75-ASB3	chr2:53670315-53860033	0	0.0	0.0	235
MIR3187	chr19:813583-813653	0	0.0	0.0	235
KLHL23	chr2:169733845-169751886	0	0.0	0.0	235
KIAA0391	chr14:35122551-35274078	0	0.0	0.0	235
LINC01716	chr20:56577562-56596126	0	0.0	0.0	235
LINC01717	chr1:208728687-208733184	0	0.0	0.0	235
LINC01714	chr1:8208671-8215208	0	0.0	0.0	235
LINC01715	chr1:28643255-28648799	0	0.0	-0.365	4235
LINC01712	chr1:83446053-83454771	0	0.0	0.0	235
LINC01713	chr20:6730740-6736136	0	0.0	0.0	235
LINC01710	chr1:218912756-218918511	0	0.0	0.0	235
LINC01711	chr20:58634771-58635738	0	0.0	0.0	235
LINC01718	chr20:61079063-61080179	0	0.0	0.0	235
LINC01719	chr1:146052595-146058799	0	0.0	-0.294	3123
KLHL29	chr2:23385426-23708613	0	0.0	0.0	235
TXNRD3NB	chr3:126571778-126608555	0	0.0	0.0	235
LOC101927692	chr10:114764787-114779903	0	0.0	0.0	235
LOC101927691	chr6:868497-876613	0	0.0	0.0	235
LOC101927690	chr14:56514330-56551309	0	0.0	0.0	235
ANKK1	chr11:113387790-113400418	0	0.0	0.0	235
LOC101927699	chr10:46582168-46598145	0	0.0	0.0	235
PCGF1	chr2:74505042-74507694	0	0.0	0.0	235
POLG	chr15:89316304-89334795	0	0.0	-0.379	4611
PCGF3	chr4:705740-770980	0	0.0	0.0	235
PCGF2	chr17:38733896-38748305	0	0.0	0.0	235
PCGF5	chr10:91163011-91284331	0	0.0	0.0	235
CX3CR1	chr3:39263493-39280036	0	0.0	0.0	235
PCGF6	chr10:103302795-103351134	0	0.0	0.0	235
LOC613038	chr16:30204315-30206927	0	0.0	0.0	235
MAGED1	chrX:51803058-51902356	0	0.0	0.0	235
MAGED2	chrX:54808337-54816015	0	0.0	0.0	235
MAGED4	chrX:52184822-52192268	0	0.0	0.0	235
ATP8B3	chr19:1782074-1812276	0	0.0	0.0	235
ATP8B2	chr1:154327799-154351304	0	0.0	0.0	235
ATP8B1	chr18:57646425-57803315	0	0.0	0.0	235
MIR3184	chr17:30117085-30117160	0	0.0	-0.293	3116
ATP8B4	chr15:49858237-50119222	0	0.0	0.0	235
LOC105371789	chr17:44115911-44120595	0	0.0	0.0	235
STC2	chr5:173314722-173329503	0	0.0	0.0	235
NRDC	chr1:51789193-51878040	0	0.0	-0.314	3344
LOC101927342	chr1:76011323-76019356	0	0.0	0.0	235
DPPA2	chr3:109293787-109316517	0	0.0	0.0	235
DPPA3	chr12:7711453-7717556	0	0.0	0.0	235
DPPA4	chr3:109326140-109337572	0	0.0	0.0	235
DPPA5	chr6:73353061-73354276	0	0.0	0.0	235
LY75-CD302	chr2:159768627-159904756	0	0.0	0.0	235
TLR10	chr4:38772238-38782990	0	0.0	0.0	235
ZBTB39	chr12:56998832-57006513	0	0.0	0.0	235
LINC00448	chr13:62789033-62807359	0	0.0	0.0	235
C1orf131	chr1:231223762-231241187	0	0.0	-0.004	2088
LINC00440	chr13:89235290-89280240	0	0.0	0.0	235
NEUROG1	chr5:135534281-135535949	0	0.0	0.0	235
LINC00442	chr13:19008258-19012634	0	0.0	0.0	235
LINC00445	chr13:35697523-35699001	0	0.0	0.0	235
ZBTB34	chr9:126860664-126885877	0	0.0	0.0	235
C1orf137	chr1:116694111-116706603	0	0.0	0.0	235
LINC00446	chr13:78012882-78053595	0	0.0	0.0	235
SMC1A	chrX:53374148-53422728	0	0.0	-0.0	1091
SMC1B	chr22:45344063-45413619	0	0.0	0.0	235
MDK	chr11:46380783-46383837	0	0.0	0.0	235
LOC105378330	chr10:63430574-63431202	0	0.0	0.0	235
AGAP11	chr10:86970740-87010203	0	0.0	0.0	235
SGTB	chr5:65665927-65722114	0	0.0	0.0	235
NDUFV1	chr11:67606851-67612541	0	0.0	-0.355	4035
SGTA	chr19:2754713-2783356	0	0.0	0.0	235
DIPK2B	chrX:45162310-45200901	0	0.0	0.0	235
TRIM48	chr11:55262181-55271119	0	0.0	0.0	235
TRIM49	chr11:89797654-89808575	0	0.0	0.0	235
TRIM46	chr1:155173786-155180615	0	0.0	-0.0	1242
TRIM47	chr17:75874163-75878575	0	0.0	0.0	235
TRIM44	chr11:35662751-35811053	0	0.0	0.0	235
TRIM45	chr1:117111054-117121789	0	0.0	0.0	235
TRIM42	chr3:140678023-140701150	0	0.0	0.0	235
TRIM43	chr2:95592017-95599771	0	0.0	0.0	235
TRIM40	chr6:30136732-30148735	0	0.0	0.0	235
TRIM41	chr5:181223262-181235808	0	0.0	0.0	235
IVD	chr15:40405794-40421313	0	0.0	0.0	235
IVL	chr1:152908544-152911886	0	0.0	0.0	235
GIHCG	chr12:57931448-57936164	0	0.0	-0.013	2364
NEB	chr2:151485338-151734487	0	0.0	0.0	235
EFL1P1	chr15:84080186-84126601	0	0.0	0.0	235
DIO3OS	chr14:101552220-101560422	0	0.0	0.0	235
FAM155A-IT1	chr13:107787360-107835458	0	0.0	0.0	235
NES	chr1:156668762-156677397	0	0.0	0.0	235
AURKAIP1	chr1:1373729-1375200	0	0.0	-0.38	4633
AFMID	chr17:78187316-78207701	0	0.0	-0.0	1141
MIR3156-3	chr21:13406383-13406460	0	0.0	0.0	235
MGC16025	chr2:239193330-239195457	0	0.0	0.0	235
MIR3156-1	chr10:45164013-45164088	0	0.0	0.0	235
PFDN1	chr5:140245049-140303104	0	0.0	0.0	235
PFDN2	chr1:161100555-161118076	0	0.0	-0.0	254
PFDN5	chr12:53295450-53299451	0	0.0	0.0	235
PFDN4	chr20:54207962-54219953	0	0.0	0.0	235
PFDN6	chr6_GL000252v2_alt:4533114-4534452	0	0.0	-0.0	1427
MTHFR	chr1:11785729-11803677	0	0.0	0.0	235
