# Analysis title: MHCI_chipseq_diff_peaks_top1k analysis from Cistrome-GO
# Mode: Solo mode
# Specie: hg38
# Peak bed file name: MHCI_chipseq_diff_peaks_top1k.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
response to thyroid hormone(GO:0097066)	16990, 22, 27, 1	28.603	0.0523325477041	0.428021335662	27
cellular response to thyroid hormone stimulus(GO:0097067)	16990, 22, 16, 1	48.267	0.0271000962914	0.338870571921	16
regulation of cell maturation(GO:1903429)	16990, 0, 22, 0	0.0	1.0	1.0	22
keratan sulfate metabolic process(GO:0042339)	16990, 113, 33, 1	4.556	0.200146280471	0.716830684338	33
positive regulation of isotype switching(GO:0045830)	16990, 0, 27, 0	0.0	1.0	1.0	27
DNA topological change(GO:0006265)	16990, 0, 11, 0	0.0	1.0	1.0	11
DNA ligation(GO:0006266)	16990, 0, 13, 0	0.0	1.0	1.0	13
negative regulation of lipid metabolic process(GO:0045833)	16990, 0, 79, 0	0.0	1.0	1.0	79
positive regulation of lipid metabolic process(GO:0045834)	16990, 45, 137, 2	5.512	0.120575587817	0.562639027459	137
negative regulation of meiotic nuclear division(GO:0045835)	16990, 0, 11, 0	0.0	1.0	1.0	11
positive regulation of meiotic nuclear division(GO:0045836)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of membrane potential(GO:0045838)	16990, 31, 14, 1	39.147	0.0296249107328	0.34696630245	14
negative regulation of mitotic nuclear division(GO:0045839)	16990, 0, 40, 0	0.0	1.0	1.0	40
DNA unwinding involved in DNA replication(GO:0006268)	16990, 0, 11, 0	0.0	1.0	1.0	11
embryonic brain development(GO:1990403)	16990, 0, 12, 0	0.0	1.0	1.0	12
negative regulation of lymphocyte activation(GO:0051250)	16990, 130, 139, 2	1.88	0.408911416783	1.0	139
iron coordination entity transport(GO:1901678)	16990, 0, 14, 0	0.0	1.0	1.0	14
purine ribonucleoside triphosphate metabolic process(GO:0009205)	16990, 120, 141, 2	2.008	0.383327726026	1.0	141
regulation of translational elongation(GO:0006448)	16990, 41, 19, 1	21.81	0.0515734276221	0.428021335662	19
negative regulation of organelle assembly(GO:1902116)	16990, 0, 37, 0	0.0	1.0	1.0	37
regulation of bone development(GO:1903010)	16990, 0, 23, 0	0.0	1.0	1.0	23
deoxyribonucleoside triphosphate metabolic process(GO:0009200)	16990, 0, 17, 0	0.0	1.0	1.0	17
binding of sperm to zona pellucida(GO:0007339)	16990, 113, 36, 1	4.176	0.216459146305	0.747805764193	36
response to corticosteroid(GO:0031960)	16990, 150, 160, 4	2.832	0.132267972679	0.58799348298	160
regulation of translational initiation(GO:0006446)	16990, 128, 77, 1	1.724	0.44559728816	1.0	77
regulation of glycoprotein metabolic process(GO:1903018)	16990, 154, 43, 1	2.566	0.324311304025	0.9363369582	43
pyrimidine ribonucleoside triphosphate metabolic process(GO:0009208)	16990, 0, 15, 0	0.0	1.0	1.0	15
proteoglycan biosynthetic process(GO:0030166)	16990, 0, 40, 0	0.0	1.0	1.0	40
3'-UTR-mediated mRNA destabilization(GO:0061158)	16990, 41, 16, 1	25.899	0.042721581039	0.40134922812	16
histone-serine phosphorylation(GO:0035404)	16990, 0, 11, 0	0.0	1.0	1.0	11
cardiac epithelial to mesenchymal transition(GO:0060317)	16990, 15, 28, 1	40.452	0.0438484266743	0.406218238953	28
regulation of proteolysis(GO:0030162)	16990, 11, 697, 4	8.864	0.00451519757831	0.142882239156	697
protein catabolic process(GO:0030163)	16990, 58, 411, 5	3.564	0.0484656886421	0.421180270294	411
regulation of cholesterol esterification(GO:0010872)	16990, 0, 11, 0	0.0	1.0	1.0	11
purine ribonucleoside biosynthetic process(GO:0046129)	16990, 0, 22, 0	0.0	1.0	1.0	22
negative regulation of peptide hormone secretion(GO:0090278)	16990, 0, 44, 0	0.0	1.0	1.0	44
regulation of calcium ion import(GO:0090279)	16990, 0, 35, 0	0.0	1.0	1.0	35
platelet activation(GO:0030168)	16990, 134, 104, 1	1.219	0.565126672962	1.0	104
positive regulation of cholesterol efflux(GO:0010875)	16990, 0, 16, 0	0.0	1.0	1.0	16
UDP-N-acetylglucosamine biosynthetic process(GO:0006048)	16990, 0, 11, 0	0.0	1.0	1.0	11
tRNA processing(GO:0008033)	16990, 0, 121, 0	0.0	1.0	1.0	121
chemical homeostasis within a tissue(GO:0048875)	16990, 0, 13, 0	0.0	1.0	1.0	13
RNA localization(GO:0006403)	16990, 0, 23, 0	0.0	1.0	1.0	23
homeostasis of number of cells within a tissue(GO:0048873)	16990, 0, 30, 0	0.0	1.0	1.0	30
homeostasis of number of cells(GO:0048872)	16990, 33, 120, 2	8.581	0.0634957700517	0.464862486984	120
multicellular organismal homeostasis(GO:0048871)	16990, 103, 132, 3	3.749	0.112296749787	0.549488673933	132
negative regulation of T cell differentiation(GO:0045581)	16990, 78, 40, 1	5.446	0.179869167998	0.678565253388	40
response to diuretic(GO:0036270)	16990, 22, 15, 1	51.485	0.0250441978926	0.331288363593	15
negative regulation of reactive oxygen species biosynthetic process(GO:1903427)	16990, 127, 26, 3	15.436	0.0017118398301	0.0795352425395	26
tissue regeneration(GO:0042246)	16990, 68, 40, 1	6.246	0.163331771577	0.655851495011	40
regulation of wound healing(GO:0061041)	16990, 127, 128, 1	1.045	0.625401009881	1.0	128
chemical homeostasis(GO:0048878)	16990, 2, 1049, 1	8.098	0.380660012475	1.0	1049
amino acid activation(GO:0043038)	16990, 0, 49, 0	0.0	1.0	1.0	49
regulation of nitric oxide biosynthetic process(GO:0045428)	16990, 127, 54, 2	4.955	0.103149357221	0.537086674725	54
adaptive thermogenesis(GO:1990845)	16990, 22, 16, 1	48.267	0.0271000962914	0.338870571921	16
mRNA export from nucleus(GO:0006406)	16990, 61, 106, 1	2.628	0.396467673782	1.0	106
RNA 3'-end processing(GO:0031123)	16990, 0, 126, 0	0.0	1.0	1.0	126
positive regulation of macrophage activation(GO:0043032)	16990, 121, 25, 1	5.617	0.164640191373	0.655851495011	25
regulation of macrophage activation(GO:0043030)	16990, 121, 51, 1	2.753	0.308933402578	0.911078888045	51
negative regulation of macrophage activation(GO:0043031)	16990, 0, 13, 0	0.0	1.0	1.0	13
cellular glucuronidation(GO:0052695)	16990, 0, 18, 0	0.0	1.0	1.0	18
protein alpha-1,2-demannosylation(GO:0036508)	16990, 0, 20, 0	0.0	1.0	1.0	20
translesion synthesis(GO:0019985)	16990, 0, 41, 0	0.0	1.0	1.0	41
positive regulation of kidney development(GO:0090184)	16990, 69, 40, 1	6.156	0.164985511219	0.655851495011	40
negative regulation of kidney development(GO:0090185)	16990, 0, 18, 0	0.0	1.0	1.0	18
negative regulation of microtubule polymerization(GO:0031115)	16990, 0, 11, 0	0.0	1.0	1.0	11
ERAD pathway(GO:0036503)	16990, 132, 78, 1	1.65	0.459016490675	1.0	78
regulation of cholesterol metabolic process(GO:0090181)	16990, 0, 56, 0	0.0	1.0	1.0	56
detection of light stimulus(GO:0009583)	16990, 148, 59, 1	1.946	0.403852609662	1.0	59
microtubule cytoskeleton organization(GO:0000226)	16990, 105, 376, 1	0.43	0.933538095483	1.0	376
defense response to bacterium(GO:0042742)	16990, 135, 224, 6	3.371	0.0284941457697	0.344475671581	224
N-terminal protein amino acid modification(GO:0031365)	16990, 0, 27, 0	0.0	1.0	1.0	27
positive regulation of lymphocyte chemotaxis(GO:0140131)	16990, 128, 20, 1	6.637	0.140805021665	0.605088872291	20
detection of visible light(GO:0009584)	16990, 0, 38, 0	0.0	1.0	1.0	38
cellular response to heat(GO:0034605)	16990, 112, 67, 3	6.792	0.0242842096302	0.331288363593	67
regulation of circadian sleep/wake cycle(GO:0042749)	16990, 0, 20, 0	0.0	1.0	1.0	20
hair cell differentiation(GO:0035315)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of muscle cell apoptotic process(GO:0010660)	16990, 0, 62, 0	0.0	1.0	1.0	62
establishment or maintenance of apical/basal cell polarity(GO:0035088)	16990, 0, 49, 0	0.0	1.0	1.0	49
gene silencing by miRNA(GO:0035195)	16990, 0, 12, 0	0.0	1.0	1.0	12
long-chain fatty acid transport(GO:0015909)	16990, 80, 56, 2	7.585	0.0548998386373	0.432542310357	56
regulation of synaptic vesicle recycling(GO:1903421)	16990, 140, 26, 1	4.668	0.193858786915	0.705874916777	26
regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway(GO:0106070)	16990, 0, 12, 0	0.0	1.0	1.0	12
axoneme assembly(GO:0035082)	16990, 0, 29, 0	0.0	1.0	1.0	29
regulation of cytokine secretion(GO:0050707)	16990, 18, 186, 5	25.373	6.5887497075e-06	0.00121891869589	186
protein-containing complex assembly(GO:0065003)	16990, 128, 1481, 17	1.524	0.20713958928	0.727256514189	1481
intracellular protein transmembrane transport(GO:0065002)	16990, 0, 49, 0	0.0	1.0	1.0	49
cytokine production involved in immune response(GO:0002367)	16990, 0, 19, 0	0.0	1.0	1.0	19
glycosphingolipid metabolic process(GO:0006687)	16990, 0, 59, 0	0.0	1.0	1.0	59
sphingomyelin metabolic process(GO:0006684)	16990, 0, 14, 0	0.0	1.0	1.0	14
inorganic ion transmembrane transport(GO:0098660)	16990, 55, 627, 2	0.985	0.838693985367	1.0	627
negative regulation of neuron migration(GO:2001223)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of neuron migration(GO:2001222)	16990, 64, 39, 1	6.807	0.152749083242	0.631748143075	39
regulation of cilium assembly(GO:1902017)	16990, 96, 77, 1	2.298	0.372787977746	1.0	77
oogenesis(GO:0048477)	16990, 105, 26, 1	6.223	0.151146210269	0.626735578786	26
negative regulation of RNA catabolic process(GO:1902369)	16990, 69, 59, 1	4.173	0.241662381647	0.79631420651	59
positive regulation of neuron migration(GO:2001224)	16990, 64, 15, 1	17.698	0.0577121138232	0.442030680716	15
gastrulation with mouth forming second(GO:0001702)	16990, 0, 18, 0	0.0	1.0	1.0	18
regulation of integrin-mediated signaling pathway(GO:2001044)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of response to endoplasmic reticulum stress(GO:1905898)	16990, 127, 37, 2	7.231	0.0547555884281	0.432542310357	37
ATP hydrolysis coupled cation transmembrane transport(GO:0099132)	16990, 0, 59, 0	0.0	1.0	1.0	59
ATP hydrolysis coupled anion transmembrane transport(GO:0099133)	16990, 0, 11, 0	0.0	1.0	1.0	11
fatty-acyl-CoA metabolic process(GO:0035337)	16990, 129, 39, 1	3.377	0.258509427638	0.824009507579	39
ribonucleoside monophosphate biosynthetic process(GO:0009156)	16990, 0, 34, 0	0.0	1.0	1.0	34
regulation of response to endoplasmic reticulum stress(GO:1905897)	16990, 132, 81, 3	4.767	0.0589972218426	0.449013666238	81
JNK cascade(GO:0007254)	16990, 60, 47, 1	6.025	0.177120778998	0.672546501166	47
purine deoxyribonucleotide metabolic process(GO:0009151)	16990, 0, 11, 0	0.0	1.0	1.0	11
actin polymerization or depolymerization(GO:0008154)	16990, 0, 50, 0	0.0	1.0	1.0	50
negative regulation of DNA replication(GO:0008156)	16990, 0, 39, 0	0.0	1.0	1.0	39
regulation of plasma membrane organization(GO:1903729)	16990, 0, 12, 0	0.0	1.0	1.0	12
developmental induction(GO:0031128)	16990, 69, 22, 1	11.192	0.0906228991886	0.52517607843	22
hair cycle(GO:0042633)	16990, 0, 17, 0	0.0	1.0	1.0	17
regulation of phospholipid metabolic process(GO:1903725)	16990, 0, 84, 0	0.0	1.0	1.0	84
regulation of receptor-mediated endocytosis(GO:0048259)	16990, 2, 100, 1	84.95	0.0358964303334	0.379476549239	100
positive regulation of phospholipid metabolic process(GO:1903727)	16990, 0, 48, 0	0.0	1.0	1.0	48
positive regulation of hair cycle(GO:0042635)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of hair cycle(GO:0042634)	16990, 0, 27, 0	0.0	1.0	1.0	27
regulation of antigen receptor-mediated signaling pathway(GO:0050854)	16990, 18, 60, 1	15.731	0.106488079865	0.548438392825	60
glutamate secretion(GO:0014047)	16990, 0, 18, 0	0.0	1.0	1.0	18
exocytic process(GO:0140029)	16990, 140, 68, 3	5.354	0.0433623338093	0.405823774529	68
cell fate commitment(GO:0045165)	16990, 0, 144, 0	0.0	1.0	1.0	144
negative regulation of peptide secretion(GO:0002792)	16990, 18, 131, 3	21.616	0.00126534500266	0.0683854995817	131
neuronal ion channel clustering(GO:0045161)	16990, 0, 12, 0	0.0	1.0	1.0	12
cardiac septum development(GO:0003279)	16990, 0, 41, 0	0.0	1.0	1.0	41
negative regulation of striated muscle cell differentiation(GO:0051154)	16990, 91, 34, 1	5.491	0.172963384674	0.663351740117	34
positive regulation of cell migration involved in sprouting angiogenesis(GO:0090050)	16990, 0, 21, 0	0.0	1.0	1.0	21
negative regulation of cell migration involved in sprouting angiogenesis(GO:0090051)	16990, 0, 15, 0	0.0	1.0	1.0	15
positive regulation of gonad development(GO:1905941)	16990, 0, 11, 0	0.0	1.0	1.0	11
activation of innate immune response(GO:0002218)	16990, 135, 191, 5	3.295	0.0553941919293	0.432542310357	191
positive regulation of cyclase activity(GO:0031281)	16990, 0, 25, 0	0.0	1.0	1.0	25
regulation of cardiac muscle cell membrane repolarization(GO:0099623)	16990, 0, 26, 0	0.0	1.0	1.0	26
ventricular cardiac muscle cell membrane repolarization(GO:0099625)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of cholesterol transport(GO:0032374)	16990, 0, 46, 0	0.0	1.0	1.0	46
catechol-containing compound biosynthetic process(GO:0009713)	16990, 0, 18, 0	0.0	1.0	1.0	18
limb bud formation(GO:0060174)	16990, 0, 11, 0	0.0	1.0	1.0	11
maintenance of synapse structure(GO:0099558)	16990, 0, 15, 0	0.0	1.0	1.0	15
cell fate determination(GO:0001709)	16990, 137, 41, 1	3.025	0.283306506801	0.868154678542	41
mucopolysaccharide metabolic process(GO:1903510)	16990, 113, 106, 1	1.418	0.521582201674	1.0	106
negative regulation of autophagosome assembly(GO:1902902)	16990, 0, 12, 0	0.0	1.0	1.0	12
lipid transport(GO:0006869)	16990, 127, 285, 4	1.878	0.346622706101	0.973640835755	285
negative regulation of natural killer cell mediated immunity(GO:0002716)	16990, 0, 14, 0	0.0	1.0	1.0	14
trans-synaptic signaling, modulating synaptic transmission(GO:0099550)	16990, 0, 12, 0	0.0	1.0	1.0	12
endosome to lysosome transport(GO:0008333)	16990, 119, 55, 3	7.788	0.0176415515584	0.291041096822	55
nucleotide transport(GO:0006862)	16990, 0, 22, 0	0.0	1.0	1.0	22
regulation of adaptive immune response(GO:0002819)	16990, 12, 158, 3	26.883	0.000714949708009	0.0504672834193	158
reverse cholesterol transport(GO:0043691)	16990, 0, 17, 0	0.0	1.0	1.0	17
post-embryonic development(GO:0009791)	16990, 146, 70, 1	1.662	0.454381019034	1.0	70
embryo development(GO:0009790)	16990, 74, 191, 1	1.202	0.666375673588	1.0	191
regulation of cell communication by electrical coupling(GO:0010649)	16990, 127, 12, 1	11.148	0.086276599972	0.514876483704	12
cell differentiation in spinal cord(GO:0021515)	16990, 0, 35, 0	0.0	1.0	1.0	35
centriole assembly(GO:0098534)	16990, 0, 23, 0	0.0	1.0	1.0	23
specification of symmetry(GO:0009799)	16990, 0, 69, 0	0.0	1.0	1.0	69
cell communication by electrical coupling(GO:0010644)	16990, 0, 19, 0	0.0	1.0	1.0	19
regulation of platelet-derived growth factor receptor signaling pathway(GO:0010640)	16990, 0, 22, 0	0.0	1.0	1.0	22
morphogenesis of an epithelial fold(GO:0060571)	16990, 0, 14, 0	0.0	1.0	1.0	14
protein localization to endoplasmic reticulum(GO:0070972)	16990, 0, 118, 0	0.0	1.0	1.0	118
protein polyglutamylation(GO:0018095)	16990, 0, 11, 0	0.0	1.0	1.0	11
interleukin-1-mediated signaling pathway(GO:0070498)	16990, 0, 51, 0	0.0	1.0	1.0	51
disruption of cells of other organism(GO:0044364)	16990, 77, 49, 1	4.503	0.216568280566	0.747805764193	49
protein K11-linked ubiquitination(GO:0070979)	16990, 0, 30, 0	0.0	1.0	1.0	30
transition metal ion transport(GO:0000041)	16990, 2, 120, 1	70.792	0.042303631346	0.400629705494	120
regulation of gonadotropin secretion(GO:0032276)	16990, 0, 11, 0	0.0	1.0	1.0	11
histone arginine methylation(GO:0034969)	16990, 0, 13, 0	0.0	1.0	1.0	13
negative regulation of skeletal muscle tissue development(GO:0048642)	16990, 0, 12, 0	0.0	1.0	1.0	12
export across plasma membrane(GO:0140115)	16990, 0, 29, 0	0.0	1.0	1.0	29
regulation of glutamate secretion(GO:0014048)	16990, 0, 16, 0	0.0	1.0	1.0	16
negative regulation of interleukin-2 production(GO:0032703)	16990, 18, 23, 1	41.039	0.0381976367744	0.385195331307	23
regulation of female gonad development(GO:2000194)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of fatty acid transport(GO:2000193)	16990, 0, 17, 0	0.0	1.0	1.0	17
regulation of fatty acid transport(GO:2000191)	16990, 0, 25, 0	0.0	1.0	1.0	25
viral genome replication(GO:0019079)	16990, 0, 27, 0	0.0	1.0	1.0	27
positive regulation of dendritic spine morphogenesis(GO:0061003)	16990, 95, 18, 1	9.936	0.0976489627021	0.528946769807	18
pyrimidine nucleobase metabolic process(GO:0006206)	16990, 0, 16, 0	0.0	1.0	1.0	16
positive regulation of cell differentiation(GO:0045597)	16990, 105, 933, 10	1.734	0.235689835385	0.786369633189	933
negative regulation of cell differentiation(GO:0045596)	16990, 140, 684, 12	2.129	0.0506341593423	0.428021335662	684
regulation of cell differentiation(GO:0045595)	16990, 127, 1706, 22	1.725	0.0419723879967	0.400629705494	1706
phosphate ion transport(GO:0006817)	16990, 149, 20, 1	5.701	0.161619573831	0.653564295197	20
androgen metabolic process(GO:0008209)	16990, 22, 27, 1	28.603	0.0523325477041	0.428021335662	27
positive regulation of regulatory T cell differentiation(GO:0045591)	16990, 0, 14, 0	0.0	1.0	1.0	14
female meiotic nuclear division(GO:0007143)	16990, 0, 15, 0	0.0	1.0	1.0	15
anion homeostasis(GO:0055081)	16990, 0, 55, 0	0.0	1.0	1.0	55
cellular chemical homeostasis(GO:0055082)	16990, 148, 692, 9	1.493	0.396066902179	1.0	692
monovalent inorganic anion homeostasis(GO:0055083)	16990, 0, 25, 0	0.0	1.0	1.0	25
embryonic placenta development(GO:0001892)	16990, 0, 20, 0	0.0	1.0	1.0	20
maternal placenta development(GO:0001893)	16990, 99, 11, 1	15.601	0.0628060563597	0.463339158114	11
placenta development(GO:0001890)	16990, 0, 36, 0	0.0	1.0	1.0	36
regulation of fat cell differentiation(GO:0045598)	16990, 21, 121, 1	6.686	0.240939880396	0.79631420651	121
negative regulation of developmental process(GO:0051093)	16990, 127, 914, 16	2.342	0.00752857887322	0.198146312997	914
positive regulation of NF-kappaB transcription factor activity(GO:0051092)	16990, 5, 148, 2	45.919	0.00289537368979	0.103161092207	148
positive regulation of DNA-binding transcription factor activity(GO:0051091)	16990, 5, 257, 2	26.444	0.00942390270245	0.223295428565	257
regulation of DNA-binding transcription factor activity(GO:0051090)	16990, 5, 407, 2	16.698	0.0239225977446	0.331288363593	407
regulation of respiratory burst(GO:0060263)	16990, 121, 13, 1	10.801	0.0890194329308	0.520395972436	13
regulation of helicase activity(GO:0051095)	16990, 0, 14, 0	0.0	1.0	1.0	14
positive regulation of developmental process(GO:0051094)	16990, 123, 1318, 14	1.467	0.335429270185	0.954077436812	1318
positive regulation of binding(GO:0051099)	16990, 2, 179, 1	47.458	0.0680281738173	0.471623039934	179
regulation of binding(GO:0051098)	16990, 15, 367, 3	9.259	0.0161405747674	0.288709414878	367
I-kappaB kinase/NF-kappaB signaling(GO:0007249)	16990, 0, 63, 0	0.0	1.0	1.0	63
positive thymic T cell selection(GO:0045059)	16990, 0, 11, 0	0.0	1.0	1.0	11
positive regulation of synapse assembly(GO:0051965)	16990, 0, 66, 0	0.0	1.0	1.0	66
negative regulation of synapse organization(GO:1905809)	16990, 0, 22, 0	0.0	1.0	1.0	22
negative regulation of potassium ion transmembrane transport(GO:1901380)	16990, 127, 24, 1	5.574	0.165450265146	0.656072362205	24
mitochondrial DNA metabolic process(GO:0032042)	16990, 0, 16, 0	0.0	1.0	1.0	16
positive regulation of phosphoprotein phosphatase activity(GO:0032516)	16990, 0, 20, 0	0.0	1.0	1.0	20
Golgi to plasma membrane transport(GO:0006893)	16990, 0, 56, 0	0.0	1.0	1.0	56
post-translational protein modification(GO:0043687)	16990, 48, 358, 3	2.966	0.219250852171	0.7522087011	358
cardiolipin metabolic process(GO:0032048)	16990, 0, 11, 0	0.0	1.0	1.0	11
innervation(GO:0060384)	16990, 0, 20, 0	0.0	1.0	1.0	20
cell cycle phase transition(GO:0044770)	16990, 0, 237, 0	0.0	1.0	1.0	237
ncRNA catabolic process(GO:0034661)	16990, 0, 28, 0	0.0	1.0	1.0	28
mitotic DNA damage checkpoint(GO:0044773)	16990, 0, 42, 0	0.0	1.0	1.0	42
mitotic DNA integrity checkpoint(GO:0044774)	16990, 0, 51, 0	0.0	1.0	1.0	51
ncRNA metabolic process(GO:0034660)	16990, 82, 520, 1	0.398	0.963392193072	1.0	520
cellular response to insulin stimulus(GO:0032869)	16990, 132, 90, 1	1.43	0.50831169098	1.0	90
signal transduction in absence of ligand(GO:0038034)	16990, 137, 31, 1	4.0	0.222478857515	0.758952698331	31
positive regulation of glial cell differentiation(GO:0045687)	16990, 0, 38, 0	0.0	1.0	1.0	38
negative regulation of glial cell differentiation(GO:0045686)	16990, 0, 23, 0	0.0	1.0	1.0	23
regulation of glial cell differentiation(GO:0045685)	16990, 0, 63, 0	0.0	1.0	1.0	63
positive regulation of epidermis development(GO:0045684)	16990, 0, 37, 0	0.0	1.0	1.0	37
protein-DNA complex subunit organization(GO:0071824)	16990, 115, 226, 5	3.269	0.0633646428233	0.464700819366	226
protein-lipid complex subunit organization(GO:0071825)	16990, 80, 48, 2	8.849	0.0412957952166	0.399199799793	48
ribonucleoprotein complex subunit organization(GO:0071826)	16990, 82, 232, 1	0.893	0.760908299895	1.0	232
regulation of myoblast fusion(GO:1901739)	16990, 123, 21, 3	19.733	0.000834643094424	0.0521380945997	21
hormone catabolic process(GO:0042447)	16990, 0, 15, 0	0.0	1.0	1.0	15
response to interleukin-1(GO:0070555)	16990, 18, 106, 2	17.809	0.013923251552	0.270686992119	106
peptidyl-serine dephosphorylation(GO:0070262)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of mesenchymal cell proliferation(GO:0010464)	16990, 0, 34, 0	0.0	1.0	1.0	34
gene expression(GO:0010467)	16990, 14, 24, 1	50.565	0.0356119274125	0.379476549239	24
negative regulation of peptidase activity(GO:0010466)	16990, 5, 249, 1	13.647	0.192440940453	0.704445147321	249
DNA-templated transcription, initiation(GO:0006352)	16990, 65, 192, 3	4.084	0.106666036917	0.548438392825	192
positive regulation of heart rate(GO:0010460)	16990, 0, 24, 0	0.0	1.0	1.0	24
mesenchymal cell proliferation(GO:0010463)	16990, 0, 16, 0	0.0	1.0	1.0	16
forebrain neuron differentiation(GO:0021879)	16990, 0, 14, 0	0.0	1.0	1.0	14
regulation of cytokinesis(GO:0032465)	16990, 0, 87, 0	0.0	1.0	1.0	87
neuroepithelial cell differentiation(GO:0060563)	16990, 74, 23, 1	9.982	0.100317857607	0.533352950798	23
positive regulation of cytokinesis(GO:0032467)	16990, 0, 39, 0	0.0	1.0	1.0	39
regulation of signaling receptor activity(GO:0010469)	16990, 134, 554, 7	1.602	0.375132009771	1.0	554
response to transforming growth factor beta(GO:0071559)	16990, 127, 67, 4	7.987	0.00404000857983	0.12954960846	67
regulation of synaptic vesicle transport(GO:1902803)	16990, 140, 85, 2	2.855	0.23850119502	0.790620777426	85
microtubule anchoring(GO:0034453)	16990, 0, 25, 0	0.0	1.0	1.0	25
regulation of tissue remodeling(GO:0034103)	16990, 154, 68, 1	1.622	0.462272130722	1.0	68
negative regulation of tissue remodeling(GO:0034104)	16990, 154, 19, 1	5.807	0.158943417124	0.64680019997	19
positive regulation of tissue remodeling(GO:0034105)	16990, 0, 30, 0	0.0	1.0	1.0	30
homotypic cell-cell adhesion(GO:0034109)	16990, 0, 56, 0	0.0	1.0	1.0	56
interleukin-7-mediated signaling pathway(GO:0038111)	16990, 0, 19, 0	0.0	1.0	1.0	19
interleukin-2-mediated signaling pathway(GO:0038110)	16990, 0, 11, 0	0.0	1.0	1.0	11
B cell proliferation(GO:0042100)	16990, 134, 40, 1	3.17	0.272478587955	0.849949421571	40
cellular response to fluid shear stress(GO:0071498)	16990, 0, 18, 0	0.0	1.0	1.0	18
neuron apoptotic process(GO:0051402)	16990, 0, 40, 0	0.0	1.0	1.0	40
stress-activated MAPK cascade(GO:0051403)	16990, 60, 72, 1	3.933	0.272298673515	0.849939402729	72
negative regulation of DNA damage response, signal transduction by p53 class mediator(GO:0043518)	16990, 0, 15, 0	0.0	1.0	1.0	15
import into cell(GO:0098657)	16990, 127, 487, 2	0.549	0.944259893326	1.0	487
positive regulation of DNA damage response, signal transduction by p53 class mediator(GO:0043517)	16990, 23, 14, 1	52.764	0.0237644626337	0.331288363593	14
regulation of DNA damage response, signal transduction by p53 class mediator(GO:0043516)	16990, 23, 32, 1	23.084	0.0666171056715	0.471218056294	32
nucleosome positioning(GO:0016584)	16990, 79, 16, 1	13.441	0.0739645505343	0.487797909616	16
actin filament organization(GO:0007015)	16990, 0, 231, 0	0.0	1.0	1.0	231
microtubule-based process(GO:0007017)	16990, 51, 624, 2	1.068	0.814369345683	1.0	624
cytoskeleton organization(GO:0007010)	16990, 38, 854, 1	0.524	0.965891738531	1.0	854
cell part morphogenesis(GO:0032990)	16990, 123, 237, 4	2.331	0.218690030942	0.751493415716	237
positive regulation of ossification(GO:0045778)	16990, 0, 81, 0	0.0	1.0	1.0	81
positive regulation of blood pressure(GO:0045777)	16990, 99, 30, 1	5.721	0.164521592391	0.655851495011	30
response to nitric oxide(GO:0071731)	16990, 0, 19, 0	0.0	1.0	1.0	19
cellular response to nitric oxide(GO:0071732)	16990, 0, 16, 0	0.0	1.0	1.0	16
microtubule-based movement(GO:0007018)	16990, 51, 258, 2	2.582	0.366367035795	1.0	258
microtubule depolymerization(GO:0007019)	16990, 0, 18, 0	0.0	1.0	1.0	18
positive regulation of B cell differentiation(GO:0045579)	16990, 0, 12, 0	0.0	1.0	1.0	12
positive regulation of phospholipase activity(GO:0010518)	16990, 136, 57, 2	4.383	0.126072047606	0.57463364957	57
negative regulation of chemokine production(GO:0032682)	16990, 0, 19, 0	0.0	1.0	1.0	19
positive regulation of cell cycle G1/S phase transition(GO:1902808)	16990, 0, 46, 0	0.0	1.0	1.0	46
viral process(GO:0016032)	16990, 61, 519, 8	4.293	0.00274984388652	0.1001499175	519
organophosphate ester transport(GO:0015748)	16990, 149, 119, 1	0.958	0.650893665075	1.0	119
negative regulation of interferon-gamma production(GO:0032689)	16990, 130, 32, 1	4.084	0.218824708195	0.751493415716	32
regulation of lymphocyte activation(GO:0051249)	16990, 134, 411, 5	1.542	0.463363733617	1.0	411
regulation of B cell differentiation(GO:0045577)	16990, 0, 27, 0	0.0	1.0	1.0	27
mast cell activation(GO:0045576)	16990, 0, 20, 0	0.0	1.0	1.0	20
regulation of intracellular protein transport(GO:0033157)	16990, 19, 229, 1	3.905	0.404562352575	1.0	229
regulation of respiratory gaseous exchange by neurological system process(GO:0002087)	16990, 0, 13, 0	0.0	1.0	1.0	13
mast cell degranulation(GO:0043303)	16990, 0, 14, 0	0.0	1.0	1.0	14
regulation of isotype switching(GO:0045191)	16990, 0, 36, 0	0.0	1.0	1.0	36
